1980536,9666,1450952,1,0,20150826
1980536,9666,578730,1,0,20150826
647747,9666,1450952,1,0,20150915
1980536,9666,1450952,1,0,20150823
183647,9525,578730,1,0,20150711
723956,589,28301,1,0,20150825
1781938,589,28301,1,0,20150724
1652831,589,1533782,1,0,20150702
416403,2316,1129278,1,0,20151006
43130,4058,1745953,1,0,20151019
502518,4058,1745953,1,0,20150902
109400,4058,1745953,1,0,20151010
488933,4058,578730,1,0,20151028
488933,4058,1745953,1,0,20151028
1023483,4058,1745953,1,0,20151029
786586,4058,1745953,1,0,20151011
1554927,4058,1745953,1,0,20150831
109400,4058,1745953,1,0,20151010
1023483,4058,1745953,1,0,20151028
958173,4058,1745953,1,0,20150821
208174,4058,1745953,1,0,20151010
109400,4058,1745953,1,0,20151003
1004531,4058,1745953,1,0,20150902
1651174,4058,1745953,1,0,20151010
109400,4058,1745953,1,0,20151003
208174,4058,1745953,1,0,20151010
194706,4058,28301,1,0,20151011
194706,4058,1745953,1,0,20151011
445860,4058,1745953,1,0,20150822
1158774,4058,1745953,1,0,20151003
502518,4058,1745953,1,0,20150902
1023483,4058,1745953,1,0,20151028
1554927,4058,1745953,1,0,20150831
1622079,4058,1745953,1,0,20151002
1158774,4058,1745953,1,0,20151003
1034668,4058,1745953,1,0,20151029
109400,4058,1745953,1,0,20151010
208174,4058,1745953,1,0,20151010
958173,4058,1745953,1,0,20150821
805086,4058,1745953,1,0,20151009
208174,4058,1745953,1,0,20151010
1488584,4058,1745953,1,0,20151009
1073773,4058,1745953,1,0,20151026
250900,4058,1745953,1,0,20151003
1612038,4058,28301,1,0,20151010
1612038,4058,1745953,1,0,20151010
43130,4058,1745953,1,0,20151019
208174,4058,1745953,1,0,20150915
988047,4058,1745953,1,0,20151029
1023483,4058,1745953,1,0,20151010
223687,2131,518958,1,0,20151127
1918824,2131,28301,1,0,20151007
1918824,2131,518958,1,0,20151007
1918824,2131,1745953,1,0,20151007
1032167,2131,518958,1,0,20150907
951329,218,1885428,1,0,20150809
856185,218,1885428,1,1,20151029
482155,218,1745953,1,1,20151011
482155,218,1885428,1,1,20151011
856185,218,1885428,1,1,20151029
828662,5414,1859630,1,0,20150922
1992620,5414,1859630,1,0,20150911
466466,4058,1958136,1,0,20151126
1996918,4058,1958136,1,0,20151124
753366,4058,1958136,1,0,20151125
1027731,4058,1958136,1,0,20151123
505107,4058,1958136,1,0,20151125
326722,4058,1958136,1,0,20151129
1712783,4058,1958136,1,0,20151125
929801,4058,1958136,1,0,20150901
984004,4058,1958136,1,0,20150828
929801,4058,1958136,1,0,20151010
753366,4058,1958136,1,0,20151125
2021274,4058,1958136,1,0,20150902
731178,4058,1958136,1,0,20151012
466466,4058,1958136,1,0,20151126
505107,4058,1958136,1,0,20151125
1101668,7553,1504605,1,0,20151016
1790436,7553,1504605,1,0,20151007
1684716,351,1256926,1,0,20150914
1891681,351,1745953,1,0,20150917
1891681,351,1958136,1,0,20150913
1891681,351,1256926,1,0,20150911
1891681,351,1958136,1,0,20150907
1928646,351,1256926,1,0,20151012
1928646,351,1958136,1,0,20151012
1558451,351,1256926,1,0,20150915
1496357,351,1256926,1,0,20150917
1496357,351,1256926,1,0,20150917
1900578,351,1256926,1,0,20150901
2019999,351,1256926,1,0,20151031
2012873,351,1256926,1,0,20150922
1921597,351,1256926,1,0,20151001
1574549,351,1958136,1,0,20150914
1574549,351,1256926,1,1,20150914
1877190,351,1256926,1,0,20150920
1574549,351,1256926,1,0,20150914
1284385,351,1256926,1,0,20150722
400276,351,1256926,1,0,20150920
287016,351,1256926,1,0,20150911
471026,351,1256926,1,0,20151026
471026,351,1958136,1,0,20151026
471026,351,1256926,1,1,20151026
1978207,351,1958136,1,1,20150825
1978207,351,1170769,1,0,20150825
1978207,351,1256926,1,0,20150825
621310,5414,1170769,1,0,20150926
1492829,5414,1170769,1,0,20150915
320925,5837,10871,1,0,20151022
917743,8187,812889,1,0,20150930
815220,8187,1170769,1,0,20151028
815220,8187,812889,1,0,20151028
917743,8187,812889,1,0,20150909
596415,8187,812889,1,0,20151008
1284902,8187,1170769,1,0,20151027
1284902,8187,812889,1,0,20151027
1336005,8187,812889,1,0,20151019
1303176,8187,812889,1,0,20151001
670789,8187,1256926,1,0,20151026
670789,8187,812889,1,0,20151026
1573708,8187,812889,1,0,20150910
953061,8187,812889,1,1,20151027
1756009,8187,812889,1,0,20151025
167675,8187,1256926,1,0,20151027
167675,8187,812889,1,0,20151027
167675,8187,1958136,1,0,20151027
167675,8187,812889,1,0,20151027
65560,8187,812889,1,0,20151026
167675,8187,812889,1,0,20151027
552380,8187,812889,1,0,20150927
60036,8187,812889,1,0,20150930
950462,8187,812889,1,0,20150919
1894149,8187,812889,1,0,20151027
65560,8187,812889,1,0,20151026
1894149,8187,812889,1,0,20151027
65560,8187,812889,1,0,20151026
65560,8187,812889,1,0,20151026
1469794,8187,1958136,1,0,20151025
1469794,8187,812889,1,0,20151025
932027,8187,812889,1,1,20151027
1619265,8187,812889,1,0,20150812
319336,8187,10871,1,0,20151027
319336,8187,812889,1,0,20151027
1970078,8187,812889,1,0,20150926
319336,8187,10871,1,0,20151027
319336,8187,1958136,1,0,20151027
319336,8187,812889,1,0,20151027
2022679,8187,812889,1,0,20151013
1739804,8187,812889,1,0,20151028
773567,8187,812889,1,0,20151026
1372111,8187,10871,1,0,20151028
1372111,8187,812889,1,0,20151028
531250,8187,812889,1,0,20151028
491711,8187,812889,1,0,20150826
1088893,8187,812889,1,0,20151030
319336,8187,812889,1,0,20151027
270482,8187,812889,1,0,20151027
319336,8187,812889,1,0,20151027
270482,8187,812889,1,0,20151027
319336,8187,812889,1,0,20151027
139203,8187,10871,1,0,20151027
139203,8187,812889,1,0,20151027
319336,8187,10871,1,0,20151027
319336,8187,1256926,1,0,20151027
319336,8187,812889,1,0,20151027
883257,8187,812889,1,0,20150922
1979801,8187,812889,1,0,20150824
903468,8187,812889,1,0,20150918
1635200,8187,812889,1,0,20151009
903468,8187,812889,1,0,20150918
1969530,8187,1256926,1,0,20151027
1969530,8187,812889,1,0,20151027
818346,8187,812889,1,0,20151030
65560,8187,812889,1,0,20151026
122332,8187,10871,1,0,20151027
122332,8187,812889,1,0,20151028
1439780,8187,812889,1,0,20151027
301394,8187,10871,1,0,20151028
301394,8187,812889,1,0,20151009
301394,8187,812889,1,0,20151010
301394,8187,1256926,1,0,20151009
301394,8187,10871,1,0,20151009
301394,8187,812889,1,0,20151009
301394,8187,812889,1,0,20151012
301394,8187,812889,1,0,20151028
301394,8187,812889,1,0,20151009
301394,8187,10871,1,0,20151028
301394,8187,812889,1,0,20151028
2040972,8187,812889,1,0,20150729
211438,8187,812889,1,0,20151027
253022,8187,812889,1,0,20150825
1313399,8187,812889,1,0,20151008
1736952,8187,812889,1,0,20151027
1960186,8187,812889,1,0,20151026
1284902,8187,812889,1,0,20151027
1960186,8187,812889,1,0,20151026
1097386,8187,812889,1,1,20151028
1097386,8187,10871,1,1,20151028
1960186,8187,812889,1,0,20151026
